convective_day,max_risk,primary_class,ofb_mcs_boundary_regime,dominant_hazards,storm_modes,boundary_drivers,forecast_challenges,ofb_mcs_boundary_reason,day_narrative
2024-11-03,ENH,qlcs_bowing_wind_tornado,likely,damaging winds|tornadoes|large hail,maturing line|bowing segment|isolated leading storms|elevated nocturnal storms,southern Plains warm front|dryline or cold front|morning line or outflow|strengthening nocturnal low-level jet,prior_convection|ofb_placement|mode_transition|nocturnal_evolution,Outflow and earlier line segments strongly affected storm mode and the later warm-front hail corridor.,"Multiple southern Plains severe rounds occurred from north Texas into Oklahoma and Arkansas. A maturing line produced wind and tornadoes, while late-night elevated storms shifted the focus toward hail."
2024-11-04,ENH,mixed_discrete_to_qlcs_outbreak,likely,tornadoes|damaging winds|large hail,discrete supercells|broken line segments|embedded supercells|clusters,warm front|cold front|northeast Texas to Ozarks warm sector|prior outflow or recovery zones,prior_convection|instability_recovery|ofb_placement|mode_transition,Prior convection and recovery modulated storm initiation while frontal forcing remained important.,"The severe focus shifted from north Texas and eastern Oklahoma into Arkansas, Missouri, and the mid Mississippi Valley. Discrete supercells produced the greatest tornado concern, including strong tornado potential."
2024-12-28,MDT,high_end_tornado_outbreak,core,tornadoes|damaging winds|large hail,QLCS|preceding supercells|embedded supercells|severe linear MCS,cold front|low-level jet and moist axis|confluence bands|central Gulf Coast warm sector,mode_transition|mcs_timing|storm_coverage_uncertain|boundary_interaction,An ongoing severe linear MCS plus embedded and preceding supercells were central to the Moderate-risk tornado and wind outbreak.,A late-December southern severe outbreak evolved from Texas into the lower Mississippi Valley and central Gulf Coast. The forecast called for long-track strong tornadoes and severe wind with a QLCS likely preceded by supercells.
2025-03-30,ENH,qlcs_bowing_wind_tornado,likely,damaging wind|tornadoes|large hail,squall line|MCS|embedded tornado circulations,ongoing Ohio Valley squall line|lower Mississippi Valley frontal zone|convective outflow/cold pool,mcs_timing|instability_recovery|mode_transition|prior_convection,Ongoing squall lines and convective outflow influenced the risk timing and downstream severe potential alongside synoptic forcing.,"The day featured an ongoing Ohio Valley squall line and a separate lower Mississippi Valley severe episode later in the evening. Damaging winds were the primary hazard, with a couple of tornadoes possible where line segments interacted with richer instability. Convective timing and whether downstream air masses could recover controlled the magnitude of the ENH threat."
2025-03-31,ENH,qlcs_bowing_wind_tornado,likely,damaging wind|brief tornadoes|hail,linearly organized clusters|squall line|QLCS,squall-line cold pool|trailing cold front|convective outflow,prior_convection|instability_recovery|mode_transition|outflow_placement,"A pre-existing squall line, cold pool, and organized clusters strongly shaped the Southeast damaging-wind corridor.","Severe storms overspread the Southeast and Carolinas as multiple linearly organized clusters moved east and northeast. The primary hazard was swaths of damaging wind, with QLCS tornado potential embedded in the line. Cloud cover and prior convection modulated recovery, but the cold pool and line propagation sustained the ENH wind threat."
2025-04-02,HIGH,high_end_tornado_outbreak,likely,strong to violent tornadoes|damaging wind|very large hail,numerous discrete supercells|long-lived supercells|organized MCS|QLCS,elongated baroclinic corridor|warm front|outflow-modified boundaries|low-level jet,boundary_interaction|ofb_placement|mode_transition|nocturnal_evolution,"Outflow and baroclinic corridors helped focus the tornadic supercell corridor, though synoptic forcing and the low-level jet also dominated.","A HIGH-risk tornado outbreak unfolded from the lower Mississippi Valley into the Mid-South and lower Ohio Valley. Numerous tornadic supercells, including long-lived strong to intense tornado producers, evolved along a broad severe corridor while an MCS/QLCS wind and tornado threat expanded northeast. The main classification is high-end tornadic supercells, with meaningful MCS and boundary modulation."
2025-04-03,ENH,warm_front_baroclinic_tornado,likely,very large hail|tornadoes|damaging wind,surface-based supercells|elevated supercells|elevated bow echoes,stalled frontal zone|rain-reinforced baroclinic zone|remnant outflow boundaries,boundary_interaction|ofb_placement|storm_coverage_uncertain|nocturnal_evolution,The ENH corridor was focused along a rain-reinforced frontal/baroclinic zone and remnant convective boundaries.,"Severe storms formed along a stalled, rain-reinforced frontal zone from northeast Texas into the Mid-South and Tennessee Valley. Surface-based storms near the boundary carried strong-tornado potential, while elevated nocturnal supercells from southwest Texas into Oklahoma favored very large hail. Boundary placement and whether storms remained on the warm side of the baroclinic zone were central to the forecast."
2025-04-05,MDT,mixed_discrete_to_qlcs_outbreak,likely,tornadoes|damaging wind|large hail,embedded supercells|broken line|bowing segments|QLCS,surface boundary from the Sabine Valley to Tennessee|front/outflow corridor|pre-frontal warm sector,mode_transition|prior_convection|boundary_interaction|nocturnal_evolution,The severe threat was focused along a long-lived boundary and convective line with embedded supercells and cold-pool/bowing evolution.,"A broken line with embedded bows and supercells persisted from Louisiana and Mississippi into Alabama and the Tennessee Valley. Strong tornadoes remained possible in the Southeast and Mid-South, while damaging winds increased as bowing segments matured. The main classification is mixed discrete-to-QLCS, with boundary and convective-line evolution strongly shaping the hazards."
2025-04-19,ENH,dryline_supercell_hail_tornado,likely,strong tornadoes|very large hail|damaging wind,semi-discrete supercells|dominant supercell|MCS/QLCS,surface cold front|Red River/baroclinic boundary|outflow-modified inflow corridor,boundary_interaction|surface_based_inflow|mode_transition|nocturnal_evolution,MDs repeatedly tied the highest tornado threat to supercells interacting with a boundary or merging with a baroclinic boundary.,"North-central Texas into southeast Oklahoma became the focus for a late-day and nocturnal supercell tornado threat. Large hail and severe winds were common in west and central Texas, but the strongest tornado potential increased near the Red River and adjacent boundaries. Upscale growth into an MCS/QLCS later shifted the hazard toward severe winds and QLCS tornadoes."
2025-04-24,ENH,ofb_differential_heating_supercells,core,very large hail|tornadoes|damaging wind,isolated supercells|cluster supercells|evolving linear segments,effective warm front/outflow boundary|dryline|differential heating zone|central/southern Plains lee trough,ofb_placement|boundary_interaction|storm_coverage_uncertain|mode_transition,The severe corridor repeatedly centered on effective warm-front/outflow boundaries where supercells could intensify and produce tornadoes and very large hail.,"Central and southern Plains convection focused on boundaries from eastern Colorado and southwest Kansas into western Oklahoma, the Panhandles, and west Texas. Supercells produced very large to giant hail and locally enhanced tornado potential near effective/outflow boundaries. Upscale growth and downstream longevity were uncertain but important for severe wind spread."
2025-04-25,ENH,ofb_differential_heating_supercells,core,very large hail|tornadoes|damaging wind,cyclic supercell|splitting supercells|storm clusters,west/east-oriented outflow boundary|southern High Plains lee trough|nocturnally strengthening low-level jet,ofb_placement|storm_interactions|mode_transition|nocturnal_evolution,The most intense supercell corridor was explicitly tied to a largely west/east-oriented outflow boundary near the Texas South Plains.,"Eastern New Mexico into the Texas South Plains and Permian Basin saw several supercells in a strongly buoyant evening environment. The most notable threat was very large to giant hail, with tornado potential increasing locally as storms interacted with an outflow boundary and the low-level jet strengthened. Later clustering and storm interactions complicated longevity and wind potential."
2025-04-29,ENH,mcv_mcs_outflow_reintensification,likely,damaging wind|very large hail|tornadoes,intense storm cluster|embedded supercells|bowing MCS|marginal supercells,remnant outflow boundary|southern Plains storm cluster|Ohio Valley prior MCS corridors,prior_convection|ofb_placement|mcs_timing|mode_transition,"The southern Plains tornado and wind corridor was tied to a remnant outflow boundary and evolving storm clusters, while prior MCSs shaped the Ohio Valley threat.","Multiple storm clusters affected the southern Plains and the Ohio Valley. In north Texas and southern Oklahoma, an intense cluster with embedded supercells moved into an environment near a remnant outflow boundary, supporting large hail, significant wind, and localized tornado potential. Farther east, prior MCSs left pockets of recovery for additional damaging-wind clusters."
2025-04-30,ENH,forward_propagating_mcs_wind,core,damaging wind|tornadoes|large hail,organized MCS|bowing line|embedded mesovortices|isolated supercells,large organized MCS|substantial cold pool/wake low|warm front in southern Illinois/Indiana|outflow boundary,mcs_timing|cold_pool_strength|embedded_tornadoes|boundary_interaction,The main ENH risk was a mature MCS and cold-pool/wake-low system propagating into the Ozarks and Mississippi Valley.,"A large, organized MCS moved from southeast Oklahoma and northeast Texas toward Arkansas and the Mississippi Valley. Its cold pool and wake low supported damaging winds and a few embedded tornadoes, while separate warm-front and west Texas storms posed more localized hail/tornado threats. The dominant signature was forward-propagating MCS wind."
2025-05-02,ENH,multi_region_multi_mode,likely,damaging wind|large hail|tornadoes,multicell clusters|bowing line segments|supercells|squall line,broad frontal zone|convectively modified front|southward-sagging boundary|cell cold pools,prior_convection|outflow_placement|mode_transition|storm_coverage_uncertain,A convectively modified front and multiple clusters/cold pools strongly shaped the broad wind and hail threat.,"A broad, messy severe-weather day stretched from Texas and Louisiana into the Tennessee and Ohio Valleys. Storms developed along a convectively modified frontal zone, with very large CAPE supporting hail in Texas and numerous clusters/bowing segments producing damaging winds farther east. The setup was multi-region and multi-mode, with outflow placement and cold-pool amalgamation important."
2025-05-06,ENH,mixed_discrete_to_qlcs_outbreak,likely,tornadoes|large hail|damaging wind,supercells|squall line|slow-moving clusters,surface warm front|pre-frontal boundary|squall line|cold front/outflow boundary,prior_convection|boundary_interaction|mode_transition|storm_coverage_uncertain,"Warm-front storms, a squall line, and outflow/cold-front boundaries all affected timing and mode in the Texas/Louisiana severe corridor.","Supercells were ongoing along and near a warm front across Texas, with a favorable environment extending into Louisiana. The day evolved into a mixed discrete and line/cluster event with large hail, damaging winds, and a few potentially strong tornadoes. Multiple other regions had secondary hail and wind threats, but east/southeast Texas into Louisiana was the main ENH focus."
2025-05-17,ENH,dryline_supercell_hail_tornado,likely,very large hail|damaging wind|tornadoes,supercells|clusters|long-lived MCS|multicell storms,southern Plains dryline/frontal zone|retreating warm front|remnant MCS/outflow corridors,prior_convection|ofb_placement|storm_coverage_uncertain|mode_transition,"The southern Plains risk was embedded in a broader regime of prior MCSs and outflow-modified boundaries, even though dryline/frontal forcing was also important.","The main severe focus was the southern Plains, where extreme buoyancy and shear supported supercells with very large hail, damaging winds, and a couple of tornadoes. Earlier and later MCS activity complicated the setup and also produced damaging winds farther east. Oklahoma, north Texas, and the ArkLaTex were the key all-hazards corridors."
2025-05-19,MDT,mixed_discrete_to_qlcs_outbreak,likely,strong tornadoes|widespread damaging wind|very large hail,discrete supercells|QLCS with embedded supercells|clusters,dryline|warm front|QLCS gust front|Ozark/Red River severe corridor,mode_transition|prior_convection|mcs_timing|boundary_interaction,"Extensive overturning, QLCS evolution, and embedded supercells along convective boundaries strongly influenced the evening severe corridor.","A significant severe episode continued across the south-central states. Earlier discrete supercells produced giant hail and strong tornado potential, then a broad southwest-northeast QLCS with embedded supercells maintained strong tornado and significant wind potential from Oklahoma/Arkansas toward the Ozarks. The balance between discrete storm intensity and linear upscale growth defined the day."
2025-05-20,ENH,qlcs_bowing_wind_tornado,likely,damaging wind|tornadoes|large hail,line of storms|embedded supercells|clusters,cold front|warm-sector instability axis|ongoing convective line|southern Appalachians boundary zone,prior_convection|mode_transition|mcs_timing|instability_recovery,"The severe threat was tied to ongoing storms and line/cluster evolution spreading east, with prior convection affecting instability and mode.","The main severe risk persisted from eastern Tennessee into Alabama and northwest Georgia. A line and associated embedded storms produced scattered damaging winds, a few tornadoes, and isolated large hail as activity spread east. Several MDs highlighted tornado potential within increasingly favorable low-level shear before the threat weakened overnight."
2025-05-22,ENH,ofb_differential_heating_supercells,core,large to very large hail|damaging wind|tornadoes,isolated supercells|supercell cluster|small MCS|linear cluster,southwestward-drifting outflow boundary|baroclinic gradient|Red River/southern Plains boundary|Florida sea breeze,ofb_placement|mcs_timing|storm_coverage_uncertain|mode_transition,The ENH risk was focused on storms developing along the outflow/differential-heating interface left by earlier southern Plains convection.,"Morning storms over Oklahoma left an outflow boundary that drifted into northwest Texas and the Low Rolling Plains. New storms along that boundary and baroclinic gradient produced large to very large hail and damaging winds, with a few tornadoes possible. Later clustering into a small MCS shifted the threat toward severe wind."
2025-05-24,ENH,ofb_differential_heating_supercells,core,large hail|damaging wind|tornadoes,supercells|MCS remnants|squall line|clusters,stationary effective warm front/outflow boundary|remnant MCS from Oklahoma/ArkLaTex|southern Plains shortwave trough,ofb_placement|prior_convection|storm_coverage_uncertain|mcs_timing,"MDs explicitly placed the Oklahoma all-hazards risk along a slow-moving effective warm front/outflow boundary, while MCS remnants affected the Southeast.","The evening severe focus shifted to the southern Plains, especially Oklahoma, where all hazards were possible along an effective warm front/outflow boundary. Earlier MCS remnants also propagated across Alabama and Mississippi, prompting downstream probability adjustments. The day was therefore strongly outflow and MCS modulated."
2025-05-25,ENH,mcv_mcs_outflow_reintensification,likely,very large hail|damaging wind|tornadoes,supercells|MCS|convective line|clusters,frontal zone|multiple outflow boundaries|southern Plains shortwave trough|MCS cold pools,mcs_timing|ofb_placement|mode_transition|storm_coverage_uncertain,The severe day included elevated storms growing upscale into an MCS and additional convection along frontal/outflow boundaries.,"Southern Plains storms again dominated the ENH day, with very large hail, severe winds, and a few tornadoes most concentrated in Oklahoma and Texas. Elevated storms grew upscale into an MCS while additional supercells formed near the Caprock and along frontal zones. Multiple boundaries and storm interactions governed the timing and hazard transition."
2025-05-26,ENH,mcv_mcs_outflow_reintensification,core,damaging wind|large to giant hail|tornadoes,supercells|emerging MCS|intense QLCS|clusters,rapidly modifying remnant outflow|south-central Texas MCS/QLCS cold pool|High Plains trough,ofb_placement|mode_transition|mcs_timing|storm_coverage_uncertain,The key severe development began along a remnant outflow boundary and evolved into an intense QLCS/MCS with destructive winds.,South-central Texas storms initiated along a rapidly modifying remnant outflow boundary. Early supercells supported very large to giant hail and tornado potential before an emerging MCS/QLCS produced significant to destructive wind gusts. The day is best classified as outflow-driven supercells transitioning into forward-propagating MCS wind.
2025-06-02,ENH,forward_propagating_mcs_wind,likely,severe wind|large hail|tornadoes,organizing convective cluster|MCS|supercells|bowing segments,pronounced High Plains boundary|MCV over Minnesota|surface cold front|outflow/gust front,mcv_track|mcs_timing|mode_transition|boundary_interaction,"An MCV and organizing High Plains cluster/gust-front boundary were central to the severe-wind risk, with synoptic forcing also involved.","The main ENH corridor was the southern High Plains into western Kansas, where an organizing cluster along a boundary was expected to produce 60-75 mph winds and localized 75-90 mph gusts. A separate MCV over Minnesota also produced a shorter-lived severe wind threat. Hail and an isolated tornado were secondary hazards during the transition from storms to MCS."
2025-06-07,ENH,mcv_mcs_outflow_reintensification,core,damaging wind|tornadoes|hail,mature MCS|bowing line|embedded tornado circulations|isolated supercells,morning MCS/MCV|cold pool|remnant outflow|dryline/outflow intersection in Texas,mcs_timing|prior_convection|outflow_placement|storm_coverage_uncertain,The ENH risk was centered on an ongoing MCS/MCV and cold-pool evolution across the Southeast and Tennessee Valley.,"An MCS and associated MCV moved from the Mid-South into the Southeast, maturing into a damaging-wind-producing bowing system. The cold pool trimmed the western risk but sustained a corridor of wind damage and isolated tornado potential into Alabama, Georgia, and the southern Appalachians. Additional conditional supercell threats existed near High Plains and Texas outflow intersections."
2025-06-08,MDT,derecho_or_serial_mcs_wind,core,widespread damaging wind|very large hail|tornadoes,supercells|merging multicells|bow echo|derecho-producing MCS,diffuse baroclinic boundary|cold front|southern Plains outflow/frontal zone|low-level jet,mcs_timing|mode_transition|boundary_interaction|derecho_evolution,Supercells merging along a baroclinic/outflow boundary into a bowing MCS were central to the MDT wind corridor.,"Supercells and clusters from the Texas Panhandle into the Red River Valley were expected to consolidate into a prominent MCS. The wind threat increased markedly as merging storms developed bowing structure, with derecho potential and 80-100 mph gusts in northern Texas and southern Oklahoma. Large hail and tornadoes were important early, but widespread wind became dominant overnight."
2025-06-16,ENH,forward_propagating_mcs_wind,likely,damaging wind|large hail|tornadoes,supercells|MCS|clusters|bowing segments,central Plains boundary|surface cyclone/front|MCS cold pool|low-level jet,mcs_timing|mode_transition|boundary_interaction|outflow_placement,Multiple MCSs and outflow/front interactions controlled the severe-wind spread from the Plains into the Upper Mississippi Valley.,"Scattered severe storms developed across the northern and central Plains into the Upper Mississippi Valley. Early supercells brought hail and tornado potential, but severe wind became more prominent as storms grew into clusters and MCSs. The ENH area shifted south and east with evolving boundaries and cold-pool propagation."
2025-06-17,MDT,forward_propagating_mcs_wind,core,damaging wind|large hail|tornadoes,small bows|thunderstorm clusters|supercells|MCS,surface front/composite outflow|strengthening low-level jet|southern Kansas/northern Oklahoma boundary,ofb_placement|mcs_timing|mode_transition|boundary_interaction,The MDT corridor was explicitly tied to clusters/small bows developing as a surface front/composite outflow pushed southeast.,"Southern Kansas and northern Oklahoma became the primary focus for swaths of damaging winds, some over 80 mph, with large hail and a couple tornadoes. Storms organized along a surface front/composite outflow as the low-level jet strengthened, favoring small bows and MCS evolution. Earlier supercells along the boundary added localized tornado and large-hail risk."
2025-06-18,ENH,qlcs_bowing_wind_tornado,core,damaging wind|tornadoes|large hail,mature QLCS|embedded bows|supercells|line segments,well-developed QLCS|MCV/shortwave over Missouri/Illinois|low-level confluence axis|outflow boundary in southern Plains,mcv_track|mode_transition|mcs_timing|embedded_tornadoes,A mature QLCS/MCV and outflow-modified boundaries were central to the damaging-wind and tornado corridor from the Midwest to the Great Lakes.,"A well-developed QLCS with embedded bows tracked across Indiana and southern Lower Michigan toward Ohio, producing scattered to numerous damaging winds and tornado potential. Farther south, new storms along confluence and outflow boundaries from the lower Ohio Valley into the southern Plains added hail and wind risk. The event was strongly MCV/MCS driven."
2025-06-20,MDT,derecho_or_serial_mcs_wind,core,widespread damaging wind|tornadoes|large hail,supercells|mature bow echo|derecho-producing MCS|embedded mesovortices,northern Plains shortwave trough|MCS cold pool|bow-echo apex|pre-MCS supercells,derecho_evolution|mcs_timing|embedded_tornadoes|mode_transition,A mature MCS/bow echo and its cold pool were the central feature of the MDT severe-wind event.,"A significant swath of severe winds developed from the northern Plains into the upper Mississippi Valley. Supercells and multicells grew upscale into a mature bow echo/derecho, with 75-100+ mph gusts and mesovortex tornado potential. The MCS wind hazard was dominant, though very large hail and tornadoes occurred with early supercells."
2025-06-25,ENH,multi_region_multi_mode,core,damaging wind|tornadoes|large hail,loosely organized MCS|embedded supercells|low-topped supercells|multicell clusters,Southeast cold pool/outflow mergers|southwest Wisconsin warm front|effective frontal boundary|northern High Plains terrain boundary,outflow_placement|boundary_interaction|mode_transition|mcs_timing,"The Southeast risk was sustained by cold-pool/outflow mergers, while the Wisconsin tornado risk involved supercells interacting with a warm front.","Two main severe regimes shared the day. In the Southeast, outflow mergers consolidated a cold pool and supported a loosely organized MCS with damaging winds and hail. In southwest Wisconsin and nearby areas, supercells along a warm front produced tornadoes before trending more linear."
2025-07-05,ENH,forward_propagating_mcs_wind,core,severe wind|large hail|brief tornadoes,upscale-growing MCS|small MCS/supercell|high-based clusters|low-topped tropical rainband cells,progressive northern High Plains shortwave|organized MCS cold pool|Black Hills/northern High Plains boundary|Tropical Storm Chantal rainbands,mcs_timing|storm_coverage_uncertain|mode_transition|tropical_rainband_overlap,The primary ENH risk was an upscale-growing northern High Plains MCS with rear-inflow/cold-pool organization.,"The northern High Plains severe threat was dominated by an upscale-growing cluster/MCS moving from southeast Montana and northeast Wyoming into western South Dakota. Severe wind gusts were the main hazard, with isolated large hail in stronger storms. A separate low-end tropical rainband tornado threat existed near Tropical Storm Chantal along the Carolina coast."
2025-07-07,ENH,forward_propagating_mcs_wind,core,damaging wind|large hail|tornadoes,supercells|clusters|MCS|pulse multicells,surging outflow boundary|central High Plains upslope flow|cold front|weak Midwest/OH Valley boundaries,outflow_placement|mcs_timing|storm_coverage_uncertain|mode_transition,Surging outflow across South Dakota/Minnesota was expected to focus renewed storm development and severe potential.,"The central and northern Plains severe threat involved storms developing along outflow and upslope boundaries, then consolidating into one or more damaging-wind clusters. Large hail and a brief tornado were possible during the supercell phase, but severe wind became the main nighttime hazard. Farther east, scattered pulse and multicell storms produced more isolated damaging gusts."
2025-07-10,ENH,mcv_mcs_outflow_reintensification,core,damaging wind|large hail|tornadoes,supercells|larger storm complex|MCS|clusters,MCV over southern Minnesota/western Wisconsin|surface low near Nebraska/Colorado border|warm/moist central Plains corridor|south flank of MCV,mcv_track|storm_coverage_uncertain|mcs_timing|mode_transition,The MCV and its southern flank were central to storm redevelopment and severe potential from Iowa into the Midwest.,"A midlevel MCV over the Upper Midwest interacted with a moist, unstable warm sector to produce renewed severe storms from Iowa into the Midwest. Farther west, central Plains storms developed near the surface low and later grew into a complex. Large hail and a couple tornadoes were possible early, with damaging winds increasing as storms organized."
2025-07-11,ENH,warm_front_baroclinic_tornado,likely,damaging wind|hail|tornadoes,clusters|supercells|organized convective cluster|line segments,warm-front-like baroclinic zone|reinforcing residual showers/clouds|central High Plains post-frontal boundary|Upper Midwest cold front,boundary_interaction|outflow_placement|mode_transition|storm_coverage_uncertain,"Residual clouds/showers reinforced the warm-frontal baroclinic zone that focused the Midwest tornado, hail, and wind risk.","A sharpened warm-front-like zone from the lower Missouri Valley into the Midwest was the main severe focus. Storms near this boundary produced damaging wind, hail, and some tornado potential, while clusters later moved into the Great Lakes. Additional severe storms occurred across the central and southern High Plains and Upper Midwest."
2025-07-15,ENH,forward_propagating_mcs_wind,core,severe wind|large hail,organized linear MCS|QLCS|high-based storms|clusters,cold front|South Dakota/Nebraska instability corridor|organized linear MCS|Upper Midwest front,mcs_timing|mode_transition|storm_coverage_uncertain,The ENH risk was dominated by an established linear MCS/QLCS propagating southeast across South Dakota and Nebraska.,"An organized linear MCS became established from eastern South Dakota into central Nebraska. Scattered severe gusts, some 75+ mph, and large hail were probable as the system moved east-southeast into Iowa and southeast Nebraska. Other severe wind pockets occurred in the Upper Midwest, Wyoming, and southeast Arizona, but the Plains MCS drove the ENH classification."
2025-07-27,ENH,forward_propagating_mcs_wind,core,damaging wind|large hail|tornadoes,loosely organized MCS|embedded multicells|embedded supercells|clusters,Upper Mississippi Valley MCS|ridge-embedded perturbations|MCS gust front/outflow|northern Plains instability axis,mcs_timing|storm_coverage_uncertain|mode_transition|prior_convection,The main threat was an ongoing MCS with embedded multicells/supercells sagging south through the Upper Mississippi Valley.,"An Upper Mississippi Valley MCS with intense embedded multicells and supercells produced a severe-wind threat into the night. Hail and localized tornado potential accompanied the strongest embedded storms, while the system gradually weakened toward Iowa. A separate, more isolated northern Plains severe threat remained secondary."
2025-07-28,MDT,derecho_or_serial_mcs_wind,core,significant damaging wind|large hail|tornadoes,supercells|complex mixed mode|MCS|bowing segments,South Dakota/Nebraska border storm corridor|larger-scale damaging-wind MCS evolution|Montana storm complex,mode_transition|mcs_timing|boundary_interaction|derecho_evolution,The MDT threat was driven by storms consolidating into a larger-scale damaging-wind MCS from South Dakota into Minnesota and Iowa.,"A significant damaging-wind corridor evolved from southeast South Dakota into southern Minnesota and northern Iowa. Earlier tornadic supercells transitioned into a complex mixture of modes, then larger-scale wind damage became the primary concern as cells filled in and merged. Hail and isolated tornadoes remained possible but were secondary to severe wind."
2025-08-07,ENH,forward_propagating_mcs_wind,core,significant severe wind|large to very large hail|tornadoes,storm clusters|developing MCS|elevated thunderstorms|isolated supercells,northern Plains warm front|Montana storm clusters|North Dakota weak surface boundary|steep lapse-rate/moisture corridor,mcs_timing|nocturnal_evolution|storm_coverage_uncertain|mode_transition,The ENH risk centered on ongoing storm clusters organizing into one or more MCS wind swaths across North Dakota.,"Northern Plains storms organized across Montana into North Dakota during the evening and night. The downstream environment was volatile, supporting one or more swaths of significant severe winds along with large to very large hail and a few tornadoes. Elevated storms along the warm front complicated mode and timing but still supported severe potential."
2025-09-23,ENH,ofb_differential_heating_supercells,core,tornadoes|damaging wind|large hail,supercells|clusters|linear segments,convectively reinforced baroclinic zone|east Oklahoma/west Arkansas differential heating corridor|midlevel vorticity maximum,ofb_placement|boundary_interaction|storm_coverage_uncertain|mode_transition,The ENH expansion and tornado/wind corridor were explicitly tied to a convectively reinforced baroclinic zone across northeast Oklahoma and northwest Arkansas.,"Eastern Oklahoma into western Arkansas became the focused severe corridor as heating occurred along and south of a convectively reinforced baroclinic zone. Supercells and clusters posed a few tornadoes, one or two potentially strong, along with scattered damaging winds and hail. The key forecast issue was storm development and interaction with the reinforced boundary."
2026-03-16,MDT,qlcs_bowing_wind_tornado,core,damaging winds|tornadoes including strong tornado potential|hail,remnant and renewing QLCS|broken linear bands|supercell clusters|low-topped squall line,remnant QLCS east of the Appalachians|large-scale outflow from broken linear bands|warm front near the Carolinas and Mid-Atlantic|synoptic cold front and prefrontal trough,prior_convection|instability_recovery|ofb_placement|mode_transition|storm_coverage_uncertain,"Large-scale outflow, remnant QLCS structures, and prior convection directly controlled destabilization, storm mode, and the MDT-to-ENH downgrade.","The day began as a Mid-Atlantic MDT for fast-moving storms, damaging winds, and possible strong long-track tornadoes. Ongoing broken lines, remnant QLCS activity, and large-scale outflow strongly limited destabilization and led to removal of the Moderate Risk by 20Z. Severe continued in several rounds, but the event was mainly a QLCS and low-topped wind/tornado regime rather than a cleaner discrete outbreak."
2026-04-01,ENH,mixed_discrete_to_qlcs_outbreak,likely,damaging winds|large to very large hail|tornadoes,semi-discrete supercells|clusters|broken line segments|MCS/mesolow complex,southern Plains dryline/front intersection|retreating warm front into Oklahoma/Kansas/Missouri|stationary boundary in the Ohio Valley|mesolow/MCV over western Oklahoma,prior_convection|mode_transition|mcs_timing|boundary_interaction|storm_coverage_uncertain,"The initial risk was front/dryline driven, but the evening severe complex was explicitly aided by a mesolow/MCV that influenced the tornado and wind threat.","Southern Plains storms initiated along a broad front/dryline zone and then grew upscale as forcing increased. Supercells and clusters brought all hazards, with the 01Z outlook emphasizing a southwest Oklahoma complex aided by a mesolow/MCV. The Ohio Valley/Mid-Atlantic had a secondary frontal wind/hail risk, making the day multi-region and mixed-mode."
2026-04-03,ENH,mixed_discrete_to_qlcs_outbreak,likely,damaging winds|large to very large hail|tornadoes,warm-front supercells|cold-front line|discrete to semi-discrete supercells|expansive MCS,warm front from Missouri into Iowa/Illinois|surface low and triple point|advancing cold front|dryline/Pacific front into Oklahoma and Texas,mode_transition|storm_coverage_uncertain|boundary_interaction|mcs_timing,"Synoptic boundaries initiated the threat, but later MCS/outflow interactions helped determine tornado longevity, undercutting, and the wind-dominant overnight evolution.","The day featured a northern warm-front supercell/tornado corridor and a broader cold-front/dryline line from Iowa to Texas. Outlooks emphasized large hail and damaging winds, with tornadoes conditional on discrete cells near the warm front or ahead of the line. MDs later documented a transition to wind swaths and an expansive MCS, with outflow modulating the remaining tornado risk."
2026-04-14,ENH,ofb_differential_heating_supercells,core,giant hail|strong tornadoes|damaging winds,boundary-anchored supercells|splitting supercells|dryline supercells|MCS/bowing clusters|QLCS with mesovortices,composite outflow boundary/warm front across Iowa/Wisconsin/Illinois|MCV and outflow from Great Lakes MCS|southern/central Plains dryline|cold pools from initial storm clusters,ofb_placement|boundary_interaction|mode_transition|prior_convection|storm_coverage_uncertain,"Outflow boundaries, MCVs, and storm-generated cold pools were central to the ENH placement, tornado corridors, hail swaths, and later MCS/QLCS evolution.","This was a highly convectively modulated Plains-to-Great Lakes day. The Midwest ENH corridor formed along a composite outflow/warm-front zone, while southern Plains dryline supercells produced giant hail before cold pools and clustering shifted hazards toward wind. MDs repeatedly tied tornado and hail corridors to outflow, warm fronts, and MCV/cold-pool interactions."
2026-04-17,MDT,mixed_discrete_to_qlcs_outbreak,core,severe wind swaths|giant hail|strong tornadoes|QLCS tornadoes,initial discrete supercells|supercell clusters|forward-propagating MCS|QLCS/bowing segments,cold front from Upper Midwest to Plains|warm front across Iowa/Wisconsin/Illinois|Kansas/Oklahoma dryline and triple point|coalescing storm cold pools,mode_transition|mcs_timing|boundary_interaction|ofb_placement|storm_coverage_uncertain,"The MDT wind risk explicitly depended on cold-pool coalescence, upscale growth, and a forward-propagating MCS, with outflow interactions also modulating tornado risk.","A broad Midwest-to-Plains MDT began with supercells capable of giant hail and strong tornadoes, then evolved toward a damaging-wind-dominant MCS/QLCS. The southern Plains/lower Missouri Valley corridor had the clearest forward-propagating MCS signal, with 80+ mph gust potential. Farther north, warm-front supercells transitioned into a broken line with embedded mesovortices and severe wind."
